                                    lz                                    | mp_code |                mp_name                |     mn_name      |      dc_name       |  pr_name   
 59101 - ZALOC: Lowveld open access cattle and other income               |  874071 | Matsulu                               | Mbombela         | Ehlanzeni          | Mpumalanga
 59830 - ZAUIT: Traditional tenure informal settlement                    |  874071 | Matsulu                               | Mbombela         | Ehlanzeni          | Mpumalanga
 59880 - ZAULT: Formal residential in traditional tenure                  |  874071 | Matsulu                               | Mbombela         | Ehlanzeni          | Mpumalanga
 59802 - ZAUCO: Urban, commercial / mercantile                            |  874065 | Mbombela                              | Mbombela         | Ehlanzeni          | Mpumalanga
 59806 - ZAUIN: Urban, industrial / transport                             |  874065 | Mbombela                              | Mbombela         | Ehlanzeni          | Mpumalanga
 59831 - ZAUIS: Urban, residential, informal better serviced              |  874065 | Mbombela                              | Mbombela         | Ehlanzeni          | Mpumalanga
 59852 - ZAUUH: Urban, residential, municipal high-rise high unemployment |  874065 | Mbombela                              | Mbombela         | Ehlanzeni          | Mpumalanga
 59881 - ZAULM: Urban, residential, low-rise affluent and middle-income   |  874065 | Mbombela                              | Mbombela         | Ehlanzeni          | Mpumalanga
 59890 - ZAUSM: Urban, smallholdings, uncultivated or grazing             |  874065 | Mbombela                              | Mbombela         | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  874003 | Mbombela NU                           | Mbombela         | Ehlanzeni          | Mpumalanga
 59155 - ZAHGR: Highveld cattle and game farming                          |  874003 | Mbombela NU                           | Mbombela         | Ehlanzeni          | Mpumalanga
 59156 - ZALCL: Lowveld cattle and livestock grazing                      |  874003 | Mbombela NU                           | Mbombela         | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  874003 | Mbombela NU                           | Mbombela         | Ehlanzeni          | Mpumalanga
 59357 - ZAELC: Eastern lowveld mixed cropping                            |  874003 | Mbombela NU                           | Mbombela         | Ehlanzeni          | Mpumalanga
 59551 - ZAFOR: Agriforestry plantations and forests                      |  874003 | Mbombela NU                           | Mbombela         | Ehlanzeni          | Mpumalanga
 59890 - ZAUSM: Urban, smallholdings, uncultivated or grazing             |  874003 | Mbombela NU                           | Mbombela         | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  874017 | Mgcobaneni                            | Mbombela         | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  874017 | Mgcobaneni                            | Mbombela         | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  874044 | Mhwayi                                | Mbombela         | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  874067 | Mpakeni                               | Mbombela         | Ehlanzeni          | Mpumalanga
 59831 - ZAUIS: Urban, residential, informal better serviced              |  874041 | Msholozi                              | Mbombela         | Ehlanzeni          | Mpumalanga
 59881 - ZAULM: Urban, residential, low-rise affluent and middle-income   |  874041 | Msholozi                              | Mbombela         | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  874054 | Msogwaba                              | Mbombela         | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  874013 | Mthimba                               | Mbombela         | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  874047 | Newscom                               | Mbombela         | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  874042 | Ngodini                               | Mbombela         | Ehlanzeni          | Mpumalanga
 59806 - ZAUIN: Urban, industrial / transport                             |  874073 | Ngodwana                              | Mbombela         | Ehlanzeni          | Mpumalanga
 59831 - ZAUIS: Urban, residential, informal better serviced              |  874073 | Ngodwana                              | Mbombela         | Ehlanzeni          | Mpumalanga
 59881 - ZAULM: Urban, residential, low-rise affluent and middle-income   |  874073 | Ngodwana                              | Mbombela         | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  874007 | Nkambeni                              | Mbombela         | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  874030 | Nkohlakalo                            | Mbombela         | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  874025 | Nsikazi                               | Mbombela         | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  874009 | Numbi                                 | Mbombela         | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  874051 | Nyamazaneni                           | Mbombela         | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  874012 | Nyongane                              | Mbombela         | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  874046 | Phakane                               | Mbombela         | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  874021 | Phameni                               | Mbombela         | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  874032 | Phathwa                               | Mbombela         | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  874014 | Phola                                 | Mbombela         | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  874053 | Pienaar                               | Mbombela         | Ehlanzeni          | Mpumalanga
 59890 - ZAUSM: Urban, smallholdings, uncultivated or grazing             |  874066 | Renosterkop                           | Mbombela         | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  874011 | Salubindza                            | Mbombela         | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  874001 | Sandfort                              | Mbombela         | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  874049 | Sherwood                              | Mbombela         | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  874040 | Siphelanyane                          | Mbombela         | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  874040 | Siphelanyane                          | Mbombela         | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  874015 | Swalala                               | Mbombela         | Ehlanzeni          | Mpumalanga
 59881 - ZAULM: Urban, residential, low-rise affluent and middle-income   |  874063 | Tekwane                               | Mbombela         | Ehlanzeni          | Mpumalanga
 59890 - ZAUSM: Urban, smallholdings, uncultivated or grazing             |  874063 | Tekwane                               | Mbombela         | Ehlanzeni          | Mpumalanga
 59831 - ZAUIS: Urban, residential, informal better serviced              |  874061 | Tekwane Estate                        | Mbombela         | Ehlanzeni          | Mpumalanga
